College,Branch,Category,Gender,Region,Technical/Non Technical,Round,Cutoff %
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,OBC,M,Home District,Non Technical,1,82.2
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,SEBC,M,Home District,Non Technical,1,68.4
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,OPEN,F,Home District,Non Technical,1,89.6
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,SC,F,Home District,Non Technical,1,80.4
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,NTA,F,Home District,Non Technical,1,81
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,NTB,F,Home District,Non Technical,1,82.8
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,OBC,F,Home District,Non Technical,2,81.6
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,OPEN,M,Home District,Technical,1,88.2
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,SC,M,Home District,Technical,1,81.8
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,ST,M,Home District,Technical,1,71
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,OBC,M,Home District,Technical,1,91.2
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,OBC,F,Home District,Technical,1,91.4
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,OPEN,M,Other Than Home District,Non Technical,1,74.8
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,ST,M,Other Than Home District,Non Technical,1,62.6
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,NTB,M,Other Than Home District,Non Technical,1,67.8
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,OBC,M,Other Than Home District,Non Technical,1,66.67
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,SEBC,M,Other Than Home District,Non Technical,1,60
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,OPEN,F,Other Than Home District,Non Technical,1,77.8
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,SEBC,F,Other Than Home District,Non Technical,1,66.4
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,OBC,M,Other Than Home District,Non Technical,1,81.8
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,OBC,F,Other Than Home District,Non Technical,1,82
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,OPEN,F,Other Than Home District,Technical,1,82.4
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,NTC,M,Other Than Home District,Technical,1,85.8
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,NTA,M,Other Than Home District,Technical,1,84.4
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,EWS,G,State Level,Non Technical,1,53.14
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Computer Engineering,TFWS,G,State Level,Non Technical,1,81.8
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,OPEN,M,Home District,Non Technical,1,71.6
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,SC,M,Home District,Non Technical,1,48.4
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,ST,M,Home District,Non Technical,1,41.4
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,NTA,M,Home District,Non Technical,1,70.4
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,NTB,M,Home District,Non Technical,1,65.8
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,NTC,M,Home District,Non Technical,1,64.4
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,OBC,M,Home District,Non Technical,1,43
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,OPEN,F,Home District,Non Technical,1,81
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,SC,F,Home District,Non Technical,1,64.6
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,ST,F,Home District,Non Technical,1,66
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,PWD,M,Home District,Non Technical,1,75
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,OPEN,F,Home District,Technical,1,82.4
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,OPEN,M,Home District,Technical,1,88.2
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,SC,M,Home District,Technical,1,87
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,ST,M,Home District,Technical,1,88.2
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,OBC,M,Home District,Technical,1,84.2
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,SC,F,Home District,Technical,1,77.6
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,OBC,F,Home District,Technical,1,81.6
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,OPEN,M,Other Than Home District,Non Technical,1,69.4
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,SC,M,Other Than Home District,Non Technical,1,41.4
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,ST,M,Other Than Home District,Non Technical,1,65.2
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,NTC,M,Other Than Home District,Non Technical,1,64.8
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,OBC,M,Other Than Home District,Non Technical,1,65.8
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,OPEN,F,Other Than Home District,Non Technical,1,67.8
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,OPEN,M,Other Than Home District,Technical,1,80
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,SC,M,Other Than Home District,Technical,1,57
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,OBC,M,Other Than Home District,Technical,1,71.6
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,OPEN,F,Other Than Home District,Technical,1,83
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Electrical Engineering,TFWS,G,State Level,Non Technical,1,77.2
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,OPEN,M,Home District,Non Technical,1,73.2
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,SC,M,Home District,Non Technical,1,68.6
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,ST,M,Home District,Non Technical,1,65.2
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,NTD,M,Home District,Non Technical,1,72.8
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,OBC,M,Home District,Non Technical,1,61.4
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,OPEN,F,Home District,Non Technical,1,45.6
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,SC,F,Home District,Non Technical,2,64.4
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,OBC,F,Home District,Non Technical,2,57.2
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,ST,F,Home District,Non Technical,1,45
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,OPEN,M,Home District,Technical,1,87
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,SC,M,Home District,Technical,1,86
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,OBC,M,Home District,Technical,1,84.6
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,OPEN,F,Home District,Technical,1,88.6
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,OPEN,M,Other Than Home District,Non Technical,1,70.2
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,SC,M,Other Than Home District,Non Technical,1,60
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,ST,M,Other Than Home District,Non Technical,1,68
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,NTC,M,Other Than Home District,Non Technical,1,46.8
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,OBC,M,Other Than Home District,Non Technical,1,58
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,OPEN,F,Other Than Home District,Non Technical,1,72.8
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,OBC,F,Other Than Home District,Non Technical,2,56
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,OPEN,M,Other Than Home District,Technical,1,75.4
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,OBC,M,Other Than Home District,Technical,1,64.4
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,NTC,F,Other Than Home District,Technical,2,72
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,EWS,G,State Level,Non Technical,1,43.6
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechanical Engineering,TFWS,G,State Level,Non Technical,1,75.8
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechatronics,OPEN,M,Home District,Non Technical,1,76.8
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechatronics,SC,M,Home District,Non Technical,1,61.4
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechatronics,ST,M,Home District,Non Technical,1,66.4
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechatronics,NTD,M,Home District,Non Technical,1,73
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechatronics,OBC,M,Home District,Non Technical,1,59
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechatronics,OPEN,F,Home District,Non Technical,1,84.4
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechatronics,SC,F,Home District,Non Technical,1,75.8
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechatronics,NTC,F,Home District,Non Technical,1,51.2
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechatronics,SC,M,Home District,Non Technical,1,37.8
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechatronics,NTC,M,Home District,Non Technical,1,64.2
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechatronics,OPEN,M,Home District,Technical,1,87.2
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechatronics,ST,M,Home District,Technical,1,67.6
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechatronics,OPEN,F,Home District,Technical,1,85.6
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechatronics,OBC,F,Home District,Technical,1,79.6
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechatronics,OPEN,M,Other Than Home District,Non Technical,1,75.4
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechatronics,SC,M,Other Than Home District,Non Technical,1,45.6
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechatronics,OBC,M,Other Than Home District,Non Technical,1,57.6
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechatronics,OPEN,F,Other Than Home District,Non Technical,1,71.4
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechatronics,SC,F,Other Than Home District,Non Technical,2,37.4
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechatronics,ST,F,Other Than Home District,Non Technical,1,71.4
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechatronics,OPEN,M,Other Than Home District,Technical,1,81.8
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechatronics,SEBC,M,Other Than Home District,Technical,1,76.2
"Matoshri Education Soceity, Matoshri Institute Of Technology, Dhanore Nashik",Mechatronics,NTC,M,Other Than Home District,Technical,1,68.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Civil Engineering,OPEN,M,Home District,Non Technical,1,72.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Civil Engineering,ST,M,Home District,Non Technical,1,68.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Civil Engineering,OBC,M,Home District,Non Technical,1,64.4
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Civil Engineering,OPEN,F,Home District,Non Technical,1,75.6
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Civil Engineering,ST,F,Home District,Non Technical,1,71.6
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Civil Engineering,OBC,F,Home District,Non Technical,2,60.4
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Civil Engineering,OPEN,M,Home District,Technical,1,83
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Civil Engineering,ST,M,Home District,Technical,1,80.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Civil Engineering,OBC,M,Home District,Technical,1,74
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Civil Engineering,OPEN,F,Home District,Technical,1,84.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Civil Engineering,OPEN,M,Other Than Home District,Non Technical,1,67.4
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Civil Engineering,ST,M,Other Than Home District,Non Technical,1,67.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Civil Engineering,NTD,M,Other Than Home District,Non Technical,1,59
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Civil Engineering,OBC,M,Other Than Home District,Non Technical,1,63.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Civil Engineering,OPEN,F,Other Than Home District,Non Technical,1,67.4
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Civil Engineering,OPEN,F,Other Than Home District,Non Technical,1,64.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Civil Engineering,OPEN,M,Other Than Home District,Non Technical,1,63.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Civil Engineering,OPEN,M,Other Than Home District,Technical,1,84.4
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Civil Engineering,OBC,M,Other Than Home District,Technical,1,83.4
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Civil Engineering,TFWS,G,State Level,Non Technical,1,68
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,OPEN,M,Home District,Non Technical,1,75.6
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,SC,M,Home District,Non Technical,1,67.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,ST,M,Home District,Non Technical,1,73.6
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,NTA,M,Home District,Non Technical,1,67.33
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,NTC,M,Home District,Non Technical,1,73.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,NTD,M,Home District,Non Technical,1,74.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,OBC,M,Home District,Non Technical,1,72
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,OPEN,F,Home District,Non Technical,1,80.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,SC,F,Home District,Non Technical,1,62.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,ST,F,Home District,Non Technical,1,75.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,OBC,F,Home District,Non Technical,1,72.6
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,OPEN,M,Home District,Technical,1,91.6
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,OBC,M,Home District,Technical,1,85.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,OPEN,F,Home District,Technical,1,87
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,SC,F,Home District,Technical,1,76.4
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,OPEN,M,Other Than Home District,Non Technical,1,75.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,OPEN,F,Other Than Home District,Non Technical,1,47.4
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,SC,M,Other Than Home District,Non Technical,1,70.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,NTD,M,Other Than Home District,Non Technical,1,72
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,OBC,M,Other Than Home District,Non Technical,1,64
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,OPEN,F,Other Than Home District,Non Technical,1,74.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,OBC,F,Other Than Home District,Non Technical,1,71.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,OPEN,M,Other Than Home District,Technical,1,89.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,OBC,F,Other Than Home District,Technical,1,85.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,NTC,M,Other Than Home District,Technical,1,85.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Computer Technology,TFWS,G,State Level,Non Technical,1,73
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electrical Engineering,OPEN,M,Home District,Non Technical,1,66.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electrical Engineering,SC,M,Home District,Non Technical,1,42.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electrical Engineering,ST,M,Home District,Non Technical,1,65.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electrical Engineering,NTC,M,Home District,Non Technical,1,54.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electrical Engineering,NTD,M,Home District,Non Technical,1,60
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electrical Engineering,OBC,M,Home District,Non Technical,1,51.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electrical Engineering,OPEN,F,Home District,Non Technical,1,74.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electrical Engineering,ST,F,Home District,Non Technical,1,64.4
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electrical Engineering,OBC,F,Home District,Non Technical,2,44.4
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electrical Engineering,NTB,M,Other Than Home District,Non Technical,1,51.6
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electrical Engineering,OPEN,M,Other Than Home District,Non Technical,1,79
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electrical Engineering,SC,M,Other Than Home District,Non Technical,1,50
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electrical Engineering,ST,M,Other Than Home District,Non Technical,1,78
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electrical Engineering,OPEN,F,Other Than Home District,Non Technical,1,63
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electrical Engineering,OBC,M,Other Than Home District,Technical,1,76.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electrical Engineering,SC,M,Other Than Home District,Technical,1,71.4
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electrical Engineering,OPEN,M,Other Than Home District,Technical,1,89
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electrical Engineering,OBC,M,Other Than Home District,Technical,1,73
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electrical Engineering,OPEN,F,Other Than Home District,Technical,1,80.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electrical Engineering,TFWS,G,State Level,Non Technical,1,80.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,OPEN,M,Home District,Non Technical,1,70.6
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,SC,M,Home District,Non Technical,1,40.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,ST,M,Home District,Non Technical,1,68.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,NTB,M,Home District,Non Technical,1,64
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,NTD,M,Home District,Non Technical,1,57.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,OBC,M,Home District,Non Technical,1,54.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,OPEN,F,Home District,Non Technical,1,49.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,ST,F,Home District,Non Technical,1,47.6
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,OPEN,M,Home District,Technical,1,80.4
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,SC,M,Home District,Technical,1,60.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,ST,M,Home District,Technical,1,79.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,NTC,M,Home District,Technical,1,66.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,OBC,M,Home District,Technical,1,72.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,OPEN,F,Home District,Technical,1,83.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,OPEN,M,Other Than Home District,Non Technical,1,51.67
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,ST,M,Other Than Home District,Non Technical,1,47.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,OBC,M,Other Than Home District,Non Technical,1,46.6
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,OPEN,F,Other Than Home District,Non Technical,2,45
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,OPEN,F,Other Than Home District,Non Technical,1,41.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,ST,F,Other Than Home District,Non Technical,2,68.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,OPEN,M,Other Than Home District,Technical,1,72.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,ST,M,Other Than Home District,Technical,1,68.8
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,OBC,M,Other Than Home District,Technical,1,51
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,OPEN,F,Other Than Home District,Technical,1,60.2
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Mechanical Engineering,TFWS,G,State Level,Non Technical,1,60
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Home District,Non Technical,1,73
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electronics & Telecommunication Engineering,ST,M,Home District,Non Technical,1,71
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,F,Home District,Non Technical,1,76.6
Nashik Gramin Shikshan Prasarak Mandal's Brahma Valley Polytechnic Nashik,Electronics & Telecommunication Engineering,ST,F,Home District,Non Technical,1,71.8
